year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,gender,,,,,,,,,,,,,
2018,Croatia,Croatia,Franka,Crazy,38,1,,12,,,17,63,,,17,46,Branimir Mihaljevi?,Franka Bateli? Corluka,"You make me feel\nYou got me deep inside this love\nYou make my heart go...\nWhen I saw your eyes, boy\nYou're just like a movie black and white\nYou made me go - oh\nStraight out of my mind\n\nI swear, that I...\nI will remember\nRoses and horses in the rain\nMake it forever\nAnd I go\n\nCrazy\nGo crazy for your love Crazy\nGo crazy for your love\nLo-o-o-ove\nLo-o-o-ove\n\nI love you\nfor this love knows no reason, no games Just like Bonnie and Clyde\nWe walk the road together,\nNo fear, no breaks.\n\nYou light up my world,\nNo I need no diamonds and pearls not that kind of girl\nOver the moon\nI'll be your queen\nAnd I'll be your fool\n\nSay you remember\nRoses and horses in the rain\nMake it forever\nAnd I go\n\nCrazy\nGo crazy for your love Crazy\nGo crazy for your love\nLo-o-o-ove\nLo-o-o-ove\n\nAin't no runnin', no turning back Now I'm caught in your web,\nIs it real I keep asking myself\nSweet fantasy,\nI can't help it\nCan't hide it\nI'm shooting across the sky\n\nI'm crazy for you love Crazy, I go crazy, I go crazy Lo-o-o-ove",https://youtube.com/watch?v=YxBLFbW5BqE,female,,,,,,,,,,,,,
2018,Montenegro,Montenegro,Vanja Radovanovi?,Inje,39,2,,16,,,16,40,,,17,23,Vanja Radovanovi?,,"Palo inje po nama\nLedi krv u �ilama\nPa ti srce steglo ba�\nTe brzo zaboravlja�\n\nDrhti ljubav kao prut\nU sred ljeta zamrznut,\nDrhtim i ja, drhtim vas\nOd kada mi nema nas\n\nD�aba jorgan tijelo grije\nPromaja kroz du�u bije\n\nBogu dane otimam\nGubim i kad dobijam,\nAl' kad niko ne vidi\nPustim srce da mu svrati� ti\n\n�ivim tek po navici\nKao rob u samici,\nAl' kad niko ne ?uje\nPustim srce da se raduje\n\nJa i �ivot, pas i ma?ka\nSrce najskuplja mu igra?ka\n\nBogu dane otimam\nGubim i kad dobijam,\nAl' kad niko ne vidi\nPustim srce da mu svrati� ti\n\n�ivim tek po navici\nKao rob u samici,\nAl' kad niko ne ?uje\nPustim srce da se raduje\n\nPalo inje",https://youtube.com/watch?v=XEi080yOuB8,andy,,,,,,,,,,,,,
2018,San Marino,San Marino,Jessika feat. Jenifer Brening,Who We Are,40,2,,4,,,17,28,,,14,14,Christof Straub,Lorenzo Salvatori,Mathias Strasser,Zo� Straub,,"Bullied, from the moment we were born\nWe were always on our own\nNo one ever said we should be proud\nAnd embrace the fact we're standing out\n\nFor too long, we just played along\nAlways putting up a show\nBut that was then, look at us now\nAll we want is for them to know\n\nWe are who we are\nAnd who we are is who we wanna be\nWe don't have to listen\n'Cause all that counts is you and me\n\nAnd we'll be rising where we fall\nIn the middle of the storm\nWe're standing tall, standing tall\nAnd if they tell us why we're wrong\nThen the love in our hearts\nWill keep us strong\n\nUh, listen up, listen up\nIt's me, Jenny B.\nWhat you get is what you see\nAnd as for Jess over here, she's a special V.I.P\nSo you better listen carefully\nIf they dissin you on Twitter\nDon't get sad, don't be bitter\nDon't give up and be a quitter\nShow em you're better\nHell no\nIf I say so\nGet in your car, rev it up and be a star\nCause we know exactly who we are\nGive it to them, Jess\n\nWe are who we are\nAnd who we are is who we wanna be\nWe don't have to listen\nDon't listen\n'Cause all that counts is you and me\n\nAnd we'll be rising where we fall\nWe keep getting up and dusting ourselves off\nIn the middle of the storm\nWe're standing tall\nWe won't doubt ourselves and we'll be calling their bluff\nStanding tall\nThis is who we are\nAnd if they tell us why we're wrong\nAnd we'll keep marching onwards spreading the love\nThen the love in our hearts\nWill keep us strong\n\nThey can make us silent\nBut in our hearts we'll never be\n\nAnd we'll be rising where we fall\nIn the middle of the storm\nWe're standing tall, standing tall\n\nAnd if they tell us why we're wrong\nThen the love in our hearts\nWill keep us strong",https://youtube.com/watch?v=66D0pKVdA-4,female,,,,,,,,,,
2018,Georgia,Georgia,Ethno-Jazz Band Iriao,For You,41,2,,10,,,18,24,,,13,11,David Malazonia,Mikheil Mdinaradze,Irina Sanikidze,"Dgeo gadiddi\nTovli gaadne\nVisac ufro Sescivda gamit, is metad gaatbe\nChemtvis k'i ara\nChventvis anate\nGuli sxvisi bednierebit gaaxare\n\nMze amosvlas ar agvianebs\nSitbos achukebs adamianebs\nDa dedamitsa sikvarulit trialebs\n\nSxvisi gaigo , sxvistvis gaigo\nGuli ra aris cxrajer cxrad tu ar gaiko\nSxva kvelaferi, qarma tsaigo\nSheni mxolod is aris ,rasac sxvistvis tmob.\n\nDge atenebs games\nTu shens gverdit var me\nRagac mtavrdeba, ragac itskeba\nQvekanad sikete iko, aris da iqneba.\n\nSheni gulistvis\nSikvarulistvis\nTundac erti tsutistvis\nIsev vagrzelebt gzas\nRasaca gascem shenia",https://youtube.com/watch?v=FvVx5-mzmm0,groupe,,,,,,,,,,,,
2018,North Macedonia,North Macedonia,Eye Cue,Lost And Found,42,1,,11,,,18,24,,,6,18,Bojan Trajkovski,Darko Dimitrov,Bojan Trajkovski,"Come and take me\nI can show you how it's done\nCome and take me\nWhen no one is around\n\nCome and take me\nI can show you how it's done\nWe'll be lost and we'll be\n\nIf you want me I can tell you\nWhat it's all about\nYou're standing in the shadow\nAnd wondering why\nYou're in the dark\n\nI want a deeper, deeper love\nI want you by my side\nJust let me go deeper\n(Go deeper) Go deeper\n\nCome and take me\nI can show you how it's done\nCome and take me\nWhen no one is around\n\nCome and take me\nI can show you how it's done\nWe'll be lost and we'll be found\nWe'll be lost and we'll be found\nFound\n\nHave you ever thought about it?\nWe went too far, now there's no way back\nNo way back\nHave you ever thought about it?\nWe went too far, now there's no way back\nNo way\n\nI wish you trust your intuitions\nAnd let the the journey start\nYou're afraid that you might suffer\nBut trust me what you'll find\nWill blow you're mind\n\nI want a deeper, deeper love\nI want you by my side\nJust let me go deeper\nGo deeper (Go deeper)\n\nCome and take me\nI can show you how it's done\nCome and take me\nWhen no one is around\n\nCome and take me\nI can show you how it's done\nWe'll be lost and we'll be found\nWe'll be lost and we'll be\nBaby, you and I, we'll be lost and found\n\nHave you ever thought about it?\nWe went too far, now there's no way back\nNo way back\nHave you ever thought about it?\nWe went too far, now there's no way back\nNo way back\n\nWe'll be lost and we'll be",https://youtube.com/watch?v=MV_cR_Qb2Cg,groupe,,,,,,,,,,,,
2018,Iceland,Iceland,Ari �lafsson,Our Choice,43,1,,2,,,19,15,,,0,15,Thorunn Clausen,,"All the faces you see on your way\nhave a story they could tell\ntiny traces of life's joy and sorrow\nwhy can't we treat each other well\n\nWe all have a choice we can make\nthere's always a choice we can make\nto help and to heal in different ways\ntoo many are dying in vain\ntogether we could ease the pain\nif somehow we could ease the pain\n\nIn every single language,\nthere's a word for love and for blame\ndifferent voices, cultures and people and places\ninside we're all the same\n\nWe all have a choice we can make\nthere's always a choice we can make\nto help and to heal in different ways\ntoo many are dying in vain\ntogether we could ease the pain\nif somehow we could ease the pain\n\nwe've only got each other now,\ndon't walk away and play pretend\nit might as well be you\nwho's suffering tonight\n\nWe all have a choice we can make,\nthere's always a choice we can make\nto help and to heal in different ways\ntoo many are dying in vain\ntogether we could ease the pain\nif somehow we could ease the pain\ntogether we could make a change",https://youtube.com/watch?v=RQytWeg9CzE,male,,,,,,,,,,,,,
2019,nl,Netherlands,Duncan Laurence,Arcade,1,2,12,16,1,498,1,280,261,237,140,140,Duncan de Moor,Joel Sj��,Wouter Hardy,,"A broken heart is all that's left\nI'm still fixing all the cracks\nLost a couple of pieces when\nI carried it, carried it, carried it home\n\nI'm afraid of all I am\nMy mind feels like a foreign land\nSilence ringing inside my head\nPlease, carry me, carry me, carry me home\n\nI spent all of the love I saved\nWe were always a losing game\nSmall-town boy in a big arcade\nI got addicted to a losing game\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game\n\nHow many pennies in the slot?\nGiving us up didn't take a lot\nI saw the end before it begun\nStill I carried, I carried, I carry on\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game\n\nI don't need your games, game over\nGet me off this rollercoaster\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game\n\nAah, aah\nOoh, ooh\nAll I know, all I know\nLoving you is a losing game",https://youtube.com/watch?v=R3D-r4ogr7s,othere,,,,,,,,,,,
2019,it,Italy,Mahmood,Soldi,2,,22,,2,472,,,253,219,,,Charlie Charles,Dario Faini,Mahmood,,"In periferia fa molto caldo\nMamma stai tranquilla, sto arrivando\nTe la prenderai per un bugiardo\nTi sembrava amore ma era altro\nBeve champagne sotto Ramadan\nAlla TV danno Jackie Chan\nFuma narghil�, mi chiede come va\n\nMi chiede come va, come va, come va\nSai gi� come va, come va, come va\nPenso pi� veloce per capire\nSe domani tu mi fregherai\nNon ho tempo per chiarire\nPerch� solo ora so cosa sei\n� difficile stare al mondo\nQuando perdi l'orgoglio\nLasci casa in un giorno\nTu dimmi se\n\nPensavi solo ai soldi, soldi\nCome se avessi avuto soldi, soldi\nDimmi se ti manco o te ne fotti, fotti\nMi chiedevi come va, come va, come va\nAdesso come va, come va, come va\n\nCi� che devi dire non l'hai detto\nTradire � una pallottola nel petto\nPrendi tutta la tua carit�\nMenti a casa ma lo sai che lo sa\nSu una sedia lei mi chieder�\n\nMi chiede come va, come va, come va\nSai gi� come va, come va, come va\nPenso pi� veloce per capire\nSe domani tu mi fregherai\nNon ho tempo per chiarire\nPerch� solo ora so cosa sei\n� difficile stare al mondo\nQuando perdi l'orgoglio\nHo capito in un secondo\nChe tu da me\n\nVolevi solo soldi, soldi\nCome se avessi avuto soldi, soldi\nPrima mi parlavi fino a tardi, tardi\nMi chiedevi come va, come va, come va\nAdesso come va, come va, come va\n\nWaladi waladi habibi ta'aleena*\nMi dicevi giocando, giocando con aria fiera\nWaladi waladi habibi, sembrava vera\nLa voglia, la voglia di tornare come prima\n\nIo da te non ho voluto soldi\n� difficile stare al mondo\nQuando perdi l'orgoglio\nLasci casa in un giorno\nTu dimmi se\n\nVolevi solo soldi, soldi\nCome se avessi avuto soldi, soldi\nLasci la citt� ma nessuno lo sa\nIeri eri qua, ora dove sei pap�?\nMi chiedi come va, come va, come va\nSai gi� come va, come va, come va\n\n\n\n\n\n* ""Waladi waladi habibi ta'aleena"" (????, ????, ????? ???? ???)\nLa frase significa: ""Figlio mio, figlio mio, amore, vieni qua""",https://youtube.com/watch?v=M-aoyPa41Ic,male,,,,,,,,,,,
2019,ru,Russia,Sergey Lazarev,Scream,3,2,5,13,3,370,6,217,244,126,124,93,Dimitris Kontopoulos,Philipp Kirkorov,Sharon Vaughn,"No I can't stay here longer\nYou cannot make me cry\nSo, I will leave you to wonder\nWhat will become of our lives\n\nI'll swallow hard\nFall apart\nBreak and bleed but\nYou won't see\n\nTears won't fall\nWhile pride stands tall\nMaybe they can't be heard or seen\nBut tears aren't quiet things\n\nThey scream\nThey scream\nThey scream\n\nThough my throat is on fire\nMy eyes will be liars\nAnd they'll try to stay drier\nUntil you turn away\n\nI'll swallow hard\nFall apart\nBreak and bleed but\nYou won't see\n\nTears will fall\nI hear them all\n\nThey scream\nThey scream\n\nNot so silent and innocent\nAcid rain from your finger prints\nEchoes rivers of loneliness\nHitting the walls of my heart\n\nThey scream\nNot so silent and innocent\nAcid rain from your finger prints\nThey scream\nEchoes rivers of loneliness\nHitting the walls of my heart",https://youtube.com/watch?v=eNzlxEZ_JG4,male,,,,,,,,,,,,
2019,ch,Switzerland,Luca H�nni,She Got Me,4,2,24,4,4,364,4,232,212,152,137,95,Frazer Mac,Jon H�llgren,Laurell Barker,Luca H�nni,Lukas H�llgren,,"I noticed her when she arrived\nKinda of lady that mama like\nBut mama, she ain't here tonight\nGettin' rowdy, rowdy\nWhen she poured out a little spice\nGot the whole place on a vibe\nMonday night into Friday night\nGettin' rowdy, rowdy\n\nShe let her body... talk\nShe make the party... stop\nShe gettin' naughty... ya\nDroppin' it, droppin' it down\n\nWhen she go low, when she go low\nShe go so low, she go so low\nOh, she know oh\nOh, she know she got me dirty dancin'\nWhen she go low, when she go low\nShe go so low, she go so low\nOh, she know oh\nOh, she know she got me dirty dancin'\n\nDirty dancin'\nDirty dancin'\nDirty dancin'\n\nOh, she lightin' the fire now\nWe're goin' wild, like an animal\nAll in, gonna sweat it out\nGettin' rowdy, rowdy\nTurnin' heads and turnin' up\nBreakin' necks, she breakin' cups\nLook at her, can't get enough\nGettin' rowdy, rowdy\n\nShe let her body... talk\nShe make the party... stop\nShe gettin' naughty... ya\nDroppin' it, droppin' it down\n\nWhen she go low, when she go low\nShe go so low, she go so low\nOh, she know oh\nOh, she know she got me dirty dancin'\nWhen she go low, when she go low\nShe go so low, she go so low\nOh, she know oh\nOh, she know she got me dirty dancin'\n\nDirty dancin'\nDirty dancin'\n\nAll the boys go, \nyo-yo-yo\nAll the girls go, \nyo-yo-yo\nEveryone go, \nyo-yo-yo\nShe got us dirty dancin'\n\nWhen she go low, when she go low\nShe go so low, she go so low\nOh, she know oh\nOh, she know she got me dirty dancin'\n\nShe got me dirty dancin'\n\nDirty dancin'\nOh, she got me\nDirty dancin'\nYeah, she got me, got me, got me\nDirty dancin'\n\nWhen she go low, when she go low\nShe go so low, she go so low\nOh, she know oh\nOh, she know she got me dirty dancin'\nDirty dancin'",https://youtube.com/watch?v=8aUYzqAIdoM,male,,,,,,,,,
2019,se,Sweden,John Lundvik,Too Late for Love,5,2,9,8,5,334,3,238,93,241,88,150,Anderz Wrethov,Andreas Johansson,John Lundvik,,"Hey, how you've been?\nI wonder, do you ever think of me?\nSay, am I wrong\nTo wonder if it could be you and me?\n\nIs it too late for love?\nMhm\nIs it too late for love?\nI wanna know\nIs it too late for love?\nI can't take no more\nIs it?\n\nI could be the sun that lights your dark\nAnd maybe I would lit your world with just one spark\nI could make it burn for you and me\nIf I could be there\nI would be there\nHear me!\n\nI could be the sun that lights your dark\nOh, is it too late for love?\nMhm\nIs it too late for love?\nHear me!\nI could make it burn for you and me\n\nDays came and went\nBut nothing ever really felt the same\nBut you left a space\nWhere everything reminds me of your face\n\nIs it too late for love?\nMhm\nIs it too late for love?\nI wanna know\n\nI could be the sun that lights your dark\nAnd maybe I would lit your world with just one spark\nI could make it burn for you and me\nIf I could be there\nI would be there\nHear me!\n\nI could be the sun that lights your dark\nOh, is it too late for love?\nOh no\nIs it too late for love?\nHear me!\nI could make it burn for you and me\nOh, is it too late for love?\nNo noo\nIs it too late for love?\n\nWe could be a storm that rages on\nAnd maybe we would own the ocean carry on\n\nNoo...\nI could be the sun that lights your dark\nAnd maybe I would lit your world with just one spark\nI could make it burn for you and me\nIf I could be there\nI would be there\nHear me!\n\nI could be the sun that lights your dark\nOh, is it too late for love?\nIs it too late for love?\nIs it too late for love?\nIt isn't is too late for love? \nIs it?",https://youtube.com/watch?v=oEdWkdVKIqQ,male,,,,,,,,,,,
2019,no,Norway,KEiiNO,Spirit in the Sky,6,2,15,15,6,331,7,210,291,40,170,40,Alex Olsson,Alexandra Rotan,Fred Buljo,Henrik Tala,R�diger Schramm,Tom Hugo Hermansen,,"Can't you stay\nStay with me into the night\nStay, I need you close\nYou can go back when the sun rise again\nJust stay tonight, just stay\n\nHave you seen my spirit\nLost in the night\nThe violent nightshade\nThey took away my light\nThey call us nothing\nMy name is nothing\nCome see me\nPlease see me\n\nCause I've been running with the demons now\nThey all see my fear\nThey say there's nothing\nNothing here\n\nI see your spirit in the sky\nWhen northern lights are dancing\nHe-lo e loi-la\nI hear you calling me at night\nWhenever wind is blowing\nHe-lo e loi-la\nI can see your spirit in the sky\nWhen northern lights are dancing\nHe-lo e loi-la\n?ajet dan ?uovgga\n\nI'll follow you until the daylight\nShy us away\n\nI need a hero\nI need my light\nHer shining lightwaves\nWill break away the night\nI call it freedom\nOur name is freedom\nCome find me\nPlease find me\n\nCause I am dancing with the fairies now\nThey all sing our name\nI got my light here\nShining here\n\nI hear you calling me at night\nWhenever wind is blowing\nHe-lo e loi-la\nI can see your spirit in the sky\nWhen northern lights are dancing\nHe-lo e loi-la\n?ajet dan ?uovgga\n\nI hear you calling me at night\nWhenever wind is blowing\nHe-lo e loi-la\nI can see your spirit in the sky\nWhen northern lights are dancing\nHe-lo e loi-la\n?ajet dan ?uovgga\n\nI can see your spirit in the sky\nWhen northern lights are dancing\nHe-lo e loi-la\n?ajet dan ?uovgga",https://youtube.com/watch?v=Ovt7YGHAj8I,groupe,,,,,,,,
